Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-21 00:00:00-05:00,97.0496891240077,98.15694797022367,95.12445602847941,95.36386108398438,21647400,0.0,0.0
2022-11-22 00:00:00-05:00,95.71299841059277,96.97986574543042,93.81769753953135,96.81028747558594,23438500,0.0,0.0
2022-11-23 00:00:00-05:00,96.85017811885115,98.5160589009025,96.85017811885115,98.216796875,18868100,0.0,0.0
2022-11-25 00:00:00-05:00,97.99734094842351,98.39635445375566,97.15941943672067,97.21926879882812,9701400,0.0,0.0
2022-11-28 00:00:00-05:00,96.80031196696756,97.33897907941945,95.37384376470145,95.81275939941406,26237500,0.0,0.0
2022-11-29 00:00:00-05:00,95.4935468548643,95.88258293219423,93.87754557249795,94.95487976074219,20061700,0.0,0.0
2022-11-30 00:00:00-05:00,94.58579639921714,100.79043435489963,94.1867828682329,100.74055480957031,43647500,0.0,0.0
2022-12-01 00:00:00-05:00,100.77047949254786,101.9974447684782,100.00238472410699,100.74055480957031,28687100,0.0,0.0
2022-12-02 00:00:00-05:00,98.80534377977726,100.52108888681634,98.65571276639696,100.19190979003906,21480700,0.0,0.0
2022-12-05 00:00:00-05:00,99.15447922419281,101.1295842766726,98.75546571937834,99.23428344726562,24405100,0.0,0.0
2022-12-06 00:00:00-05:00,99.0547247526628,99.53353485550898,96.1818336933884,96.7404556274414,24910700,0.0,0.0
2022-12-07 00:00:00-05:00,96.17186026705896,96.64069292210333,94.48603231900145,94.70549011230469,31045400,0.0,0.0
2022-12-08 00:00:00-05:00,95.14440407701046,95.34391463372982,93.21917096532869,93.47853088378906,32213300,0.0,0.0
2022-12-09 00:00:00-05:00,93.53838099498287,94.02717615494946,92.52090378448534,92.6007080078125,28225400,0.0,0.0
2022-12-12 00:00:00-05:00,92.48099712538031,93.32889602752728,91.38371574551076,93.07951354980469,29420000,0.0,0.0
2022-12-13 00:00:00-05:00,97.51853497034058,99.28415972241173,94.79527472059871,95.39379119873047,40593700,0.0,0.0
