Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,RSI,MACD,Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,OBV,Daily_Return,Log_Return,Daily_Range,Daily_Range_Pct,Gap,Gap_Pct,Target_Return,Target
2023-02-02 00:00:00-05:00,110.25,114.0,108.87999725341795,112.91000366210938,158154200,0.0,0.0,96.57850036621093,92.10639984130859,98.10905477783885,77.30651628332691,4.497019272869352,3.0357661229485506,1.4612531499208012,96.57850036621093,110.16835440064949,82.98864633177237,435347600,0.07379935352944922,0.07120315696615176,5.1200027465820455,0.04534587353219818,5.099998474121094,0.048502124584999765,-0.12992653726449976,0
2023-02-03 00:00:00-05:00,105.26000213623048,108.77999877929688,102.5199966430664,103.38999938964844,144374800,0.0,0.0,97.59200019836426,92.32499984741212,98.61200188372547,56.76160830090789,4.342052297808394,3.2970233579205197,1.045028939887874,97.59200019836426,109.92058361287516,85.26341678385336,290972800,-0.08431497620839845,-0.08808283393109839,6.260002136230469,0.06054746274480808,-7.650001525878892,-0.06775308898910344,-0.05590481490877708,0
2023-02-06 00:00:00-05:00,102.93000030517578,103.9499969482422,100.6500015258789,102.18000030517578,81945200,0.0,0.0,98.39700012207031,92.50459991455078,98.95181125719692,58.042506405709716,4.0746332046510645,3.4525453272666287,0.6220878773844358,98.39700012207031,109.61291450925819,87.18108573488243,209027600,-0.011703250716856073,-0.011772272805910866,3.2999954223632955,0.03229590343029329,-0.45999908447265625,-0.0044491642053217,-0.025836752610723046,0
2023-02-07 00:00:00-05:00,101.16999816894533,102.41000366210938,98.08000183105467,102.11000061035156,119501300,0.0,0.0,99.1345001220703,92.66419998168945,99.2525911955926,58.84544230306708,3.813098233448926,3.5246559085030884,0.28844232494583766,99.1345001220703,109.1726104833805,89.09638976076012,89526300,-0.0006850625818668465,-0.000685297344461766,4.330001831054702,0.04240526691971972,-1.0100021362304545,-0.00988453839512559,-0.023602033568737912,0
2023-02-08 00:00:00-05:00,102.04000091552734,102.66999816894533,98.77999877929688,100.0500030517578,75878300,0.0,0.0,99.6435001373291,92.79699996948243,99.32853518189404,58.410357606581364,3.4004075164830994,3.499806230099091,-0.09939871361599151,99.6435001373291,108.68670633292055,90.60029394173765,13648000,-0.02017429777965285,-0.02038057801276949,3.8899993896484517,0.038880552433727365,-0.06999969482421875,-0.0006855322143355508,0.011094458535672036,1
2023-02-09 00:00:00-05:00,101.31999969482422,101.77999877929688,97.56999969482422,98.23999786376952,64622500,0.0,0.0,99.80100021362304,92.88279998779296,99.22486496112028,51.37080871809031,2.89393537262211,3.378632058603695,-0.4846966859815849,99.80100021362304,108.61716113017022,90.98483929707587,-50974500,-0.01809100582487666,-0.0182566488782534,4.209999084472656,0.04285422614026018,1.2699966430664205,0.012693619233668855,-0.0009160865212498592,0
2023-02-10 00:00:00-05:00,97.55999755859376,98.81999969482422,96.2300033569336,97.61000061035156,52740100,0.0,0.0,99.91800041198731,92.9866000366211,99.07106835628515,50.12339454771196,2.413891201260384,3.185683887135033,-0.7717926858746491,99.91800041198731,108.54096849523604,91.29503232873857,-103714600,-0.006412838631079554,-0.006433489213980792,2.589996337890625,0.0265341288976076,-0.6800003051757528,-0.006921827361180491,-0.004200426795877732,0
2023-02-13 00:00:00-05:00,97.8499984741211,99.68000030517578,96.91000366210938,99.54000091552734,52841500,0.0,0.0,99.98900032043457,93.0466000366211,99.1157286000225,54.32795898502792,2.164239624666095,2.981395034641246,-0.8171554099751508,99.98900032043457,108.57292981512933,91.40507082573981,-50873100,0.019772567289289666,0.019579629188155145,2.7699966430664062,0.027827974860248485,0.23999786376953125,0.0024587425701140648,-0.04982920473028607,0
2023-02-14 00:00:00-05:00,98.41000366210938,100.91999816894533,97.5199966430664,99.6999969482422,56202900,0.0,0.0,100.17150001525879,93.13059997558594,99.17137320461487,53.452050917544646,1.9567431769564791,2.7764646631042926,-0.8197214861478135,100.17150001525879,108.5556952614694,91.78730476904818,5329800,0.0016073541414836079,0.0016060637303958458,3.4000015258789205,0.03410232326931747,-1.1299972534179688,-0.011352192515820033,-0.03921761436707638,0
2023-02-15 00:00:00-05:00,99.08999633789062,101.16999816894533,98.4499969482422,101.16000366210938,47957600,0.0,0.0,100.45650024414063,93.27120010375977,99.3607665815191,52.70044897035029,1.8883434395214636,2.598840418387727,-0.7104969788662636,100.45650024414063,108.54878848966429,92.36421199861697,53287400,0.014643999584324163,0.014537811644538934,2.720001220703125,0.026888109156147966,-0.6100006103515767,-0.006118361374356407,-0.052787700414895444,0
2023-02-16 00:00:00-05:00,99.20999908447266,100.62999725341795,98.0999984741211,98.1500015258789,56339200,0.0,0.0,100.68000030517578,93.41400009155274,99.24545562383909,44.30521314286834,1.5731201877631378,2.3936963722628093,-0.8205761844996715,100.68000030517578,108.21174788109438,93.14825272925718,-3051800,-0.02975486385196624,-0.03020652173405658,2.529998779296861,0.02577685929663265,-1.9500045776367188,-0.019276438385174902,-0.04737647940487144,0
2023-02-17 00:00:00-05:00,97.8000030517578,97.94000244140624,95.6500015258789,97.1999969482422,60029400,0.0,0.0,100.6775001525879,93.59300003051757,99.050650035687,45.23741139536523,1.2324392670838762,2.161444951227023,-0.9290056841431467,100.6775001525879,108.21407341558444,93.14092688959136,-63081200,-0.009679109147911924,-0.009726256199160233,2.2900009155273295,0.023559680940594338,-0.34999847412110796,-0.003565954851552651,-0.035390894238849335,0
2023-02-21 00:00:00-05:00,95.33999633789062,95.61000061035156,94.2699966430664,94.58000183105467,56580400,0.0,0.0,100.5305004119873,93.71540008544922,98.6248740161982,37.858574354714065,0.7424766644161309,1.8776512938648444,-1.1351746294487135,100.5305004119873,108.43222810446957,92.62877271950504,-119661600,-0.02695468312187954,-0.027324623494127565,1.3400039672851562,0.014167941862369212,-1.8600006103515767,-0.019135809349273992,-0.003700554740380224,0
2023-02-22 00:00:00-05:00,95.0999984741211,97.01000213623048,94.8000030517578,95.79000091552734,59534100,0.0,0.0,100.50400047302246,93.82420013427735,98.35488610184859,36.39535157083426,0.446665701378933,1.5914541753676623,-1.1447884739887293,100.50400047302246,108.46848944464318,92.53951150140173,-60127500,0.012793392483054333,0.012712248376870683,2.2099990844726847,0.02307129202787646,0.5199966430664205,0.0054979555191305065,-0.037791029460103265,0
2023-02-23 00:00:00-05:00,96.12000274658205,96.43000030517578,93.66999816894533,95.81999969482422,48467000,0.0,0.0,100.43600044250488,93.95880020141601,98.11346834879866,17.960254496178337,0.2122078329446424,1.3156049068830584,-1.103397073938416,100.43600044250488,108.5419509253212,92.33004995968855,-11660500,0.000313172345862478,0.0003131233176389969,2.7600021362304545,0.028804029900028668,0.3300018310547017,0.0034450550986601896,-0.038509731299921746,0
2023-02-24 00:00:00-05:00,93.52999877929688,94.13999938964844,92.31999969482422,93.5,57053800,0.0,0.0,100.15000038146972,94.01780014038086,97.67409041081783,24.601954880382735,-0.15897375282824555,1.0206891749407978,-1.1796629277690434,100.15000038146972,108.8205686888882,91.47943207405125,-68714300,-0.024212061179431754,-0.024509991975448564,1.8199996948242188,0.019465237377799132,-2.2900009155273438,-0.023898986879782255,0.01497327835164608,1
2023-02-27 00:00:00-05:00,94.27999877929688,94.77999877929688,93.13999938964844,93.76000213623048,47470300,0.0,0.0,99.72600059509277,94.04320022583008,97.30132009895236,27.267828762151723,-0.4272329587022625,0.7311047482121857,-1.1583377069144483,99.72600059509277,108.78681915804292,90.66518203214262,-21244000,0.0027807715104863906,0.0027769123180894084,1.6399993896484375,0.01749146066854358,0.779998779296875,0.008342232933656418,-0.0001066780717000615,0
2023-02-28 00:00:00-05:00,93.13999938964844,94.69000244140624,92.91999816894533,94.2300033569336,43959300,0.0,0.0,99.41000061035156,94.09620025634766,97.00881374256963,29.175489327520722,-0.5950458236619767,0.4658746338373533,-1.0609204574993298,99.41000061035156,108.7851911929137,90.03481002778942,22715300,0.005012811540044737,0.0050002892308258495,1.770004272460909,0.018783871478347657,-0.6200027465820455,-0.006612657129435641,-0.007216388421424802,0
2023-03-01 00:00:00-05:00,93.87000274658205,94.68000030517578,91.58999633789062,92.16999816894533,52299500,0.0,0.0,98.86200065612793,94.17060028076172,96.54797416412922,29.175477562660262,-0.8840728887130922,0.1958851293272642,-1.0799580180403563,98.86200065612793,108.59604967585386,89.127951636402,-29584200,-0.021861457228067538,-0.022103959704042886,3.0900039672851562,0.03352505184627709,-0.3600006103515483,-0.0038204456916753242,0.018986655471038283,1
2023-03-02 00:00:00-05:00,91.41000366210938,92.2300033569336,90.38999938964844,92.12999725341795,55509400,0.0,0.0,98.21100044250488,94.25600021362305,96.1272144583472,32.186596651253694,-1.1036346464594544,-0.0640188258300795,-1.0396158206293749,98.21100044250488,107.91586100795996,88.5061398770498,-85093600,-0.0004339906295109941,-0.00043408483070006554,1.8400039672851562,0.019971822665140627,-0.7599945068359517,-0.008245573634957664,0.001302537177461982,1
2023-03-03 00:00:00-05:00,92.73999786376952,94.94000244140624,92.66000366210938,94.9000015258789,55759600,0.0,0.0,97.31050033569336,94.45560028076171,96.01033703620736,42.975643306922514,-1.0421099318312486,-0.2596370470303133,-0.7824728848009352,97.31050033569336,104.20915806409086,90.41184260729587,-29334000,0.030066258059702644,0.029623128385876107,2.279998779296861,0.024025276529369845,0.6100006103515625,0.006621085732518373,-0.04394097051524459,0
2023-03-06 00:00:00-05:00,95.19000244140624,96.5500030517578,93.73999786376952,93.75,52112400,0.0,0.0,96.82850036621093,94.6268002319336,95.79506684228285,34.35981773554347,-1.073768924636198,-0.4224634225514903,-0.6513055020847078,96.82850036621093,103.27062974833801,90.38637098408385,-81446400,-0.012118034851298809,-0.01219205684416913,2.8100051879882812,0.029973388671875,0.29000091552732954,0.003055857859477982,-0.014079996744791656,0
2023-03-07 00:00:00-05:00,94.05999755859376,95.08999633789062,92.77999877929688,93.5500030517578,49100700,0.0,0.0,96.39700050354004,94.76240036010742,95.58125124318522,33.42321340732123,-1.102290468435612,-0.5584288317283147,-0.5438616367072974,96.39700050354004,102.47571310184475,90.31828790523534,-130547100,-0.0021333007812501803,-0.0021355795087458773,2.30999755859375,0.024692650809596584,0.3099975585937642,0.0033066406250001515,0.014216933813720134,1
2023-03-08 00:00:00-05:00,93.5999984741211,94.16999816894533,92.18000030517578,93.91999816894533,44899100,0.0,0.0,95.98750038146973,94.96500030517578,95.42303666468618,29.266888003502856,-1.0825594125662263,-0.6632549478958971,-0.4193044646703292,95.98750038146973,101.52511170189324,90.44988906104622,-85648000,0.003955051898638873,0.003947251242114369,1.9899978637695455,0.021188222983031732,0.04999542236329546,0.0005344245936115558,0.024275967033086543,1
2023-03-09 00:00:00-05:00,93.68000030517578,96.20999908447266,92.18000030517578,92.25,56218700,0.0,0.0,95.59750022888184,95.10500030517578,95.12084269662083,31.699750246227907,-1.1879829758600238,-0.7682005534887224,-0.41978242237130137,95.59750022888184,101.02806460144086,90.16693585632282,-141866700,-0.017781071140368865,-0.01794105366325205,4.029998779296875,0.04368562362381436,-0.23999786376954546,-0.002555343573770435,0.08444445436886006,1
2023-03-10 00:00:00-05:00,92.66999816894533,93.56999969482422,90.25,90.7300033569336,69827500,0.0,0.0,95.22200050354004,95.25880035400391,94.70266752141251,30.617149183736927,-1.3782948106412647,-0.8902194049192309,-0.4880754057220338,95.22200050354004,100.91543385572308,89.52856715135701,-211694200,-0.0164769283801236,-0.016614182739942862,3.3199996948242188,0.036592081692792135,0.4199981689453267,0.004552825679624138,0.09059840501681671,1
